ProbeID,PrimaryAccession,RefSeqAccession,GenbankAccession,UniGeneID,EntrezGeneID,GeneSymbol,GeneName,EnsemblID,TIGRID,GO,Description,GenomicCoordinates,Cytoband
A_01_P011516,ENSMMUT00000025027.4,XM_015114166,JU477587,Mmu.26562,704825,TNKS1BP1,tankyrase 1 binding protein 1,ENSMMUT00000025027.4,,,tankyrase 1 binding protein 1 [Source:VGNC Symbol;Acc:VGNC:79181] [ENSMMUT00000025027.4],chr14:16119992-16120051,
A_01_P019726,XM_015132552,XM_015132552,XM_015132552,,713400,MUC20,"mucin 20, cell surface associated",,,,"PREDICTED: Macaca mulatta mucin 20, cell surface associated (MUC20), transcript variant X2, mRNA [XM_015132552]",chr2:189699357-189699298,
A_01_P016215,JV655365,XM_028832543,JV655365,Mmu.560,,,,,,,TSA: Macaca mulatta Mamu_488687 mRNA sequence. [JV655365],chr14:75202047-75202106,
A_01_P005761,XM_015115876,XM_015115876,XM_015115876,,706449,TREH,trehalase,,,,"PREDICTED: Macaca mulatta trehalase (LOC706449), transcript variant X1, mRNA [XM_015115876]",chr14:117061554-117061495,
A_01_P017397,ENSMMUT00000004539.4,XM_001115535,JU323479,Mmu.27109,713978,TAC3,tachykinin precursor 3,ENSMMUT00000004539.4,,,tachykinin 3 [Source:VGNC Symbol;Acc:VGNC:78079] [ENSMMUT00000004539.4],chr11:54073197-54073138,
A_01_P003650,,,,,,,,,,,,,
A_01_P001551,,,,,,,,,,,,chr11:086262220-086262279,
A_01_P002271,ENSMMUT00000087106.1,XM_015132887,JV717925,Mmu.30916,716692,XKR8,XK related 8,ENSMMUT00000087106.1,,,XK related 8 [Source:VGNC Symbol;Acc:VGNC:106531] [ENSMMUT00000087106.1],chr1:30650424-30650483,
A_01_P004352,ENSMMUT00000095477.1,XM_001088586,XM_001088586,,697943,LOC697943,oocyte-secreted protein 2,ENSMMUT00000095477.1,,,"PREDICTED: Macaca mulatta oocyte-secreted protein 2 (LOC697943), transcript variant X4, mRNA [XM_001088586]",chr14:13936715-13936657,
A_01_P001040,ENSMMUT00000038944.3,XM_015122268,JV527700,Mmu.28561,100425016,CDC34,"cell division cycle 34, ubiqiutin conjugating enzyme",ENSMMUT00000038944.3,,,"cell division cycle 34, ubiqiutin conjugating enzyme [Source:VGNC Symbol;Acc:VGNC:108493] [ENSMMUT00000038944.3]",chr19:271113-271172,
A_01_P016881,ENSMMUT00000029868.4,XM_015141310,JV540329,Mmu.23411,714864,GEMIN5,gem nuclear organelle associated protein 5,ENSMMUT00000029868.4,,,gem nuclear organelle associated protein 5 [Source:VGNC Symbol;Acc:VGNC:72751] [ENSMMUT00000029868.4],chr6:151257100-151257041,
A_01_P001355,JV517303,XM_028837500,JV517303,Mmu.29521,,,,,,,TSA: Macaca mulatta Mamu_25706 mRNA sequence. [JV517303],chr17:40556313-40556289,
A_01_P011357,NM_001261153,NM_001261153,NM_001261153,Mmu.34260,710512,GRPEL2,"GrpE like 2, mitochondrial",ENSMMUT00000094712.1,,,"Macaca mulatta GrpE like 2, mitochondrial (GRPEL2), mRNA; nuclear gene for mitochondrial product [NM_001261153]",chr6:145824073-145824132,
A_01_P014581,ENSMMUT00000027270.4,XM_028842492,JV596244,Mmu.25060,711677,OFD1,OFD1 centriole and centriolar satellite protein,ENSMMUT00000027270.4,,,OFD1 centriole and centriolar satellite protein [Source:VGNC Symbol;Acc:VGNC:75460] [ENSMMUT00000027270.4],chrX:11474697-11474756,
A_01_P000868,JV697804,XM_015116862,JV697804,Mmu.1068,,,,,,,TSA: Macaca mulatta Mamu_297288 mRNA sequence. [JV697804],chr15:10870244-10870185,
A_01_P005941,,,,,,,,,,,,chr10:063827538-063827597,
A_01_P004102,ENSMMUT00000025191.4,XM_015124318,JV647625,Mmu.29403,716736,PRKD2,protein kinase D2,ENSMMUT00000025191.4,,,protein kinase D2 [Source:VGNC Symbol;Acc:VGNC:76273] [ENSMMUT00000025191.4],chr19:53012618-53012559,
A_01_P004584,NM_001104585,NM_001104585,NM_001104585,Mmu.11082,712729,F2,"coagulation factor II, thrombin",ENSMMUT00000084911.1,,,"Macaca mulatta coagulation factor II, thrombin (F2), mRNA [NM_001104585]",chr14:25388054-25387995,
A_01_P005754,XM_001104572,XM_001104572,XM_001104572,Mmu.27350,711241,TSSK2,testis specific serine kinase 2,,,,"PREDICTED: Macaca mulatta testis-specific serine kinase 2 (TSSK2), mRNA [XM_001104572]",chr10:63172851-63172910,
A_01_P001365,NM_001266090,NM_001266090,NM_001266090,Mmu.4088,718006,PCNA,proliferating cell nuclear antigen,ENSMMUT00000018615.4,,,"Macaca mulatta proliferating cell nuclear antigen (PCNA), mRNA [NM_001266090]",chr10:38453040-38452981,
A_01_P012941,ENSMMUT00000000911.4,XM_028843958,JV621674,Mmu.34293,710010,ZNF692,zinc finger protein 692,ENSMMUT00000000911.4,,,zinc finger protein 692 [Source:VGNC Symbol;Acc:VGNC:100195] [ENSMMUT00000000911.4],chr1:207841291-207841350,
A_01_P006759,ENSMMUT00000108911.1,XM_015152941,XM_015152941,,715053,NPPB,natriuretic peptide B,ENSMMUT00000108911.1,,,natriuretic peptide B [Source:VGNC Symbol;Acc:VGNC:106418] [ENSMMUT00000108911.1],chr1:14960965-14960906,
A_01_P003104,NM_001193771,NM_001193771,NM_001193771,Mmu.233,696779,PIP4P2,"phosphatidylinositol-4,5-bisphosphate 4-phosphatase 2",ENSMMUT00000086854.1,,,"Macaca mulatta phosphatidylinositol-4,5-bisphosphate 4-phosphatase 2 (PIP4P2), mRNA [NM_001193771]",chr8:93636304-93636245,
A_01_P009590,NM_001194056,NM_001194056,NM_001194056,Mmu.19442,701327,DPEP3,dipeptidase 3,ENSMMUT00000023163.4,,,"Macaca mulatta dipeptidase 3 (DPEP3), mRNA [NM_001194056]",chr20:66307650-66307591,
A_01_P017567,ENSMMUT00000003693.4,XM_015127442,JV516592,Mmu.25009,698766,TSPYL2,TSPY like 2,ENSMMUT00000003693.4,,,TSPY like 2 [Source:VGNC Symbol;Acc:VGNC:79433] [ENSMMUT00000003693.4],chrX:51410923-51410982,
A_01_P013038,,,,,,,,,,,,,
A_01_P012624,JU491866,XM_015119345,JU491866,Mmu.26065,,,,,,,TSA: Macaca mulatta Mamu_362318 mRNA sequence. [JU491866],chr16:33160577-33160636,
A_01_P013618,JV052389,XM_015114964,JV052389,Mmu.26498,712311,DNHD1,dynein heavy chain domain 1,,,,TSA: Macaca mulatta Mamu_418394 mRNA sequence. [JV052389],chr14:65631897-65631838,
A_01_P011000,ENSMMUT00000020973.4,XM_028833419,XM_028833419,,,,,ENSMMUT00000020973.4,,,"PREDICTED: Macaca mulatta olfactory receptor 4A15 (LOC106993239), transcript variant X2, mRNA [XM_028833419]",chr14:17267959-17267900,
A_01_P012435,,,,,,,,,,,,,
A_01_P001022,ENSMMUT00000057616.2,XM_015145621,JV590475,Mmu.20485,702409,SNX16,sorting nexin 16,ENSMMUT00000057616.2,,,sorting nexin 16 [Source:VGNC Symbol;Acc:VGNC:77710] [ENSMMUT00000057616.2],chr8:84230930-84230871,
A_01_P011514,NM_001194720,NM_001194720,NM_001194720,Mmu.19066,720296,TFPT,TCF3 fusion partner,ENSMMUT00000031366.4,,,"Macaca mulatta TCF3 fusion partner (TFPT), mRNA [NM_001194720]",chr19:60196422-60196363,
A_01_P007375,ENSMMUT00000021579.4,XM_028828542,JV458175,Mmu.9716,694157,CTSZ,cathepsin Z,ENSMMUT00000021579.4,,,cathepsin Z [Source:VGNC Symbol;Acc:VGNC:71564] [ENSMMUT00000021579.4],chr10:5532152-5532211,
A_01_P016747,ENSMMUT00000064546.2,XM_015130814,JV718402,Mmu.1455,718875,ASAP3,"ArfGAP with SH3 domain, ankyrin repeat and PH domain 3",ENSMMUT00000064546.2,,,"ArfGAP with SH3 domain, ankyrin repeat and PH domain 3 [Source:VGNC Symbol;Acc:VGNC:99849] [ENSMMUT00000064546.2]",chr1:26031929-26031870,
A_01_P010740,NM_001261474,NM_001261474,NM_001261474,Mmu.2009,705669,ISCU,iron-sulfur cluster assembly enzyme,ENSMMUT00000067784.2,,,"Macaca mulatta iron-sulfur cluster assembly enzyme (ISCU), mRNA [NM_001261474]",chr11:109575589-109575648,
A_01_P019892,NM_001266951,NM_001266951,NM_001266951,Mmu.32430,697337,SUPT5H,"SPT5 homolog, DSIF elongation factor subunit",ENSMMUT00000027212.4,,,"Macaca mulatta SPT5 homolog, DSIF elongation factor subunit (SUPT5H), mRNA [NM_001266951]",chr19:45827503-45827562,
A_01_P005352,ENSMMUT00000047456.3,XM_001110411,JV720874,Mmu.24696,715116,GPATCH3,G-patch domain containing 3,ENSMMUT00000047456.3,,,G-patch domain containing 3 [Source:VGNC Symbol;Acc:VGNC:73013] [ENSMMUT00000047456.3],chr1:29534586-29534527,
A_01_P006047,ENSMMUT00000015579.4,XM_015144090,JU487599,Mmu.27870,698047,COQ6,"coenzyme Q6, monooxygenase",ENSMMUT00000015579.4,,,"coenzyme Q6, monooxygenase [Source:VGNC Symbol;Acc:VGNC:71239] [ENSMMUT00000015579.4]",chr7:137056720-137056779,
A_01_P005081,XM_015117856,XM_015117856,XM_015117856,,693886,C1H1orf116,chromosome 1 C1orf116 homolog,,,,"PREDICTED: Macaca mulatta chromosome 1 C1orf116 homolog (C1H1orf116), transcript variant X1, mRNA [XM_015117856]",chr1:163337433-163337492,
A_01_P007099,,,,,,,,,,,,chr7:064658748-064658689,
A_01_P006043,NM_001258090,NM_001258090,NM_001258090,Mmu.20163,710934,TRIM37,tripartite motif containing 37,ENSMMUT00000041747.3,,,"Macaca mulatta tripartite motif containing 37 (TRIM37), mRNA [NM_001258090]",chr16:43245560-43245501,
A_01_P009370,NM_001194038,NM_001194038,NM_001194038,Mmu.19483,700361,LRRC73,leucine rich repeat containing 73,ENSMMUT00000091431.1,,,"Macaca mulatta leucine rich repeat containing 73 (LRRC73), mRNA [NM_001194038]",chr4:43407900-43407841,
A_01_P017335,XR_003724861,XR_003724861,XR_003724861,,703171,SLC66A1,solute carrier family 66 member 1,,,,"PREDICTED: Macaca mulatta PQ loop repeat containing 2 (PQLC2), transcript variant X11, misc_RNA [XR_003724861]",chr1:21985542-21985601,
A_01_P007516,ENSMMUT00000095738.1,XM_028842021,XM_028842021,,719390,GTPBP6,GTP binding protein 6 (putative),ENSMMUT00000095738.1,,,"PREDICTED: Macaca mulatta GTP binding protein 6 (putative) (GTPBP6), mRNA [XM_028842021]",chr7:1204838-1204897,
A_01_P006683,JV717332,XM_015141687,JV717332,Mmu.28099,,,,,,,TSA: Macaca mulatta Mamu_566557 mRNA sequence. [JV717332],chr7:2880527-2880468,
A_01_P008986,,,,,,,,,,,,chr14:124443996-124444055,
A_01_P001106,ENSMMUT00000054446.2,XM_015143072,JV655889,Mmu.27960,706949,MCTP2,multiple C2 and transmembrane domain containing 2,ENSMMUT00000054446.2,,,multiple C2 and transmembrane domain containing 2 [Source:VGNC Symbol;Acc:VGNC:74579] [ENSMMUT00000054446.2],chr7:74345884-74345943,
A_01_P005433,XM_028837236,XM_028837236,XM_028837236,,701031,FARP1,"FERM, ARH/RhoGEF and pleckstrin domain protein 1",,,,"PREDICTED: Macaca mulatta FERM, ARH/RhoGEF and pleckstrin domain protein 1 (FARP1), transcript variant X4, mRNA [XM_028837236]",chr17:78622790-78622849,
A_01_P003381,,,,,,,,,,,,,
A_01_P002120,ENSMMUT00000003781.4,XM_028849934,JU325949,Mmu.28124,698120,HK3,hexokinase 3,ENSMMUT00000003781.4,,,hexokinase 3 [Source:VGNC Symbol;Acc:VGNC:73476] [ENSMMUT00000003781.4],chr6:173373706-173373647,
A_01_P006559,XM_015143596,XM_015143596,XM_015143596,,697909,FOXA1,forkhead box A1,,,,"PREDICTED: Macaca mulatta forkhead box A1 (FOXA1), mRNA [XM_015143596]",chr7:100592762-100592703,
A_01_P002082,NM_001261764,NM_001261764,NM_001261764,Mmu.4395,719518,GLO1,glyoxalase I,ENSMMUT00000108953.1,,,"Macaca mulatta glyoxalase I (GLO1), mRNA [NM_001261764]",chr4:38492395-38492336,
A_01_P010821,ENSMMUT00000018040.4,XM_028832147,JV643345,Mmu.26728,707076,GPAT2,"glycerol-3-phosphate acyltransferase 2, mitochondrial",ENSMMUT00000018040.4,,,"glycerol-3-phosphate acyltransferase 2, mitochondrial [Source:VGNC Symbol;Acc:VGNC:73018] [ENSMMUT00000018040.4]",chr13:96502892-96502833,
A_01_P011448,JV061165,XM_015140869,JV061165,Mmu.33,,,,,,,TSA: Macaca mulatta Mamu_406591 mRNA sequence. [JV061165],chr6:132646406-132646465,
A_01_P007213,CN646513,XM_015140777,CN646513,Mmu.409,,,,,,,"ILLUMIGEN_MCQ_26441 Katze_MMBR Macaca mulatta cDNA clone IBIUW:8493 5' similar to Bases 438 to 923 highly similar to human Unigene Hs.129994, mRNA sequence [CN646513]",chr6:129600687-129600628,
A_01_P008404,ENSMMUT00000017426.4,XM_015134564,JV049426,Mmu.23935,695422,LRRC17,leucine rich repeat containing 17,ENSMMUT00000017426.4,,,leucine rich repeat containing 17 [Source:VGNC Symbol;Acc:VGNC:74301] [ENSMMUT00000017426.4],chr3:140428269-140428328,
A_01_P003074,NM_001257615,NM_001257615,NM_001257615,Mmu.436,702487,MRPS34,mitochondrial ribosomal protein S34,ENSMMUT00000026138.3,,,"Macaca mulatta mitochondrial ribosomal protein S34 (MRPS34), mRNA [NM_001257615]",chr20:1758229-1758170,
A_01_P017414,JU325760,XM_015142790,JU325760,Mmu.28000,708327,PSTPIP1,proline-serine-threonine phosphatase interacting protein 1,,,,TSA: Macaca mulatta Mamu_510704 mRNA sequence. [JU325760],chr7:56047651-56047710,
A_01_P013902,NM_001257712,NM_001257712,NM_001257712,Mmu.20593,709922,SCNM1,sodium channel modifier 1,ENSMMUT00000011062.4,,,"Macaca mulatta sodium channel modifier 1 (SCNM1), mRNA [NM_001257712]",chr1:129594962-129595021,
A_01_P017213,,,,,,,,,,,,chr13:027765024-027764965,
A_01_P006617,JV588356,XM_001104798,JV588356,Mmu.201,,,,,,,TSA: Macaca mulatta Mamu_240238 mRNA sequence. [JV588356],chr10:18425148-18425089,
A_01_P008733,ENSMMUT00000029907.4,XM_015134500,JV637967,Mmu.20165,713235,SRRT,"serrate, RNA effector molecule",ENSMMUT00000029907.4,,,"serrate, RNA effector molecule [Source:VGNC Symbol;Acc:VGNC:77981] [ENSMMUT00000029907.4]",chr3:48179344-48179403,
A_01_P009856,,,,,,,,,,,,chr12:031860063-031860004,
A_01_P018200,ENSMMUT00000031006.4,,JV637013,Mmu.1024,698974,CDR2,cerebellar degeneration related protein 2,ENSMMUT00000031006.4,,,cerebellar deration related protein 2 [Source:VGNC Symbol;Acc:VGNC:70993] [ENSMMUT00000031006.4],chr20:20764572-20764513,
A_01_P015007,XM_001112973,XM_001112973,XM_001112973,Mmu.24601,714424,DMRTB1,DMRT like family B with proline rich C-terminal 1,,,,"PREDICTED: Macaca mulatta doublesex- and mab-3-related transcription factor B1-like (LOC714424), mRNA [XM_001112973]",chr1:56327053-56327112,
A_01_P005782,JU476594,XM_001084740,JU476594,Mmu.26908,694301,BARD1,BRCA1 associated RING domain 1,,,,TSA: Macaca mulatta Mamu_370245 mRNA sequence. [JU476594],chr12:78548628-78548569,
A_01_P018445,ENSMMUT00000064027.2,XM_028833761,JV649930,Mmu.413,712585,APBB1,amyloid beta precursor protein binding family B member 1,ENSMMUT00000064027.2,,,amyloid beta protein binding family B member 1 [Source:VGNC Symbol;Acc:VGNC:69979] [ENSMMUT00000064027.2],chr14:65807682-65807741,
A_01_P017364,NM_001194588,NM_001194588,NM_001194588,Mmu.19386,717355,NAPA,NSF attachment protein alpha,ENSMMUT00000089527.1,,,"Macaca mulatta NSF attachment protein alpha (NAPA), mRNA [NM_001194588]",chr19:53824618-53824559,
A_01_P005008,NM_001266226,NM_001266226,NM_001266226,Mmu.4301,718783,RPL10A,ribosomal protein L10a,ENSMMUT00000022352.4,,,"Macaca mulatta ribosomal protein L10a (RPL10A), mRNA [NM_001266226]",chr4:35192840-35192899,
A_01_P011239,ENSMMUT00000108552.1,XM_015110058,JV638851,Mmu.1772,706496,LOC706496,ribosomal protein L9-like,ENSMMUT00000108552.1,,,TSA: Macaca mulatta Mamu_475675 mRNA sequence. [JV638851],chr12:10233114-10233173,
A_01_P005408,ENSMMUT00000096074.1,XM_015127338,JV635931,Mmu.21096,,,,ENSMMUT00000096074.1,,,PRA1 domain family member 2 [Source:HGNC Symbol;Acc:HGNC:28911] [ENSMMUT00000096074.1],chrX:46931715-46931656,
A_01_P013333,ENSMMUT00000006496.4,XM_015134929,JV704442,Mmu.21625,706741,BPGM,bisphosphoglycerate mutase,ENSMMUT00000006496.4,,,bisphosphoglycerate mutase [Source:VGNC Symbol;Acc:VGNC:70275] [ENSMMUT00000006496.4],chr3:172163227-172163286,
A_01_P002589,JU325005,XM_028841839,JU325005,Mmu.23394,709087,EFHC2,EF-hand domain containing 2,,,,TSA: Macaca mulatta Mamu_524212 mRNA sequence. [JU325005],chrX:41889466-41889407,
A_01_P003663,ENSMMUT00000076920.2,XM_015118166,JV466009,Mmu.21060,721180,ABR,ABR activator of RhoGEF and GTPase,ENSMMUT00000076920.2,,,ABR activator of RhoGEF and GTPase [Source:VGNC Symbol;Acc:VGNC:69589] [ENSMMUT00000076920.2],chr16:792461-792402,
A_01_P016613,ENSMMUT00000022938.4,XM_015117336,JV583013,Mmu.23061,695750,NPR2,natriuretic peptide receptor 2,ENSMMUT00000022938.4,,,natriuretic peptide receptor 2 [Source:VGNC Symbol;Acc:VGNC:75389] [ENSMMUT00000022938.4],chr15:41713879-41713820,
A_01_P012614,NM_001193828,NM_001193828,NM_001193828,Mmu.1356,704779,LRRC61,leucine rich repeat containing 61,ENSMMUT00000103221.1,,,"Macaca mulatta leucine rich repeat containing 61 (LRRC61), mRNA [NM_001193828]",,
A_01_P002111,JV049745,XM_028838632,JV049745,Mmu.29477,,,,,,,TSA: Macaca mulatta Mamu_429156 mRNA sequence. [JV049745],chr19:4416190-4416131,
A_01_P004016,,,,,,,,,,,,chr4:010842694-010842635,
A_01_P008753,ENSMMUT00000094194.1,XM_015114855,JV620728,Mmu.11621,701660,USP47,ubiquitin specific peptidase 47,ENSMMUT00000094194.1,,,ubiquitin specific peptidase 47 [Source:VGNC Symbol;Acc:VGNC:79230] [ENSMMUT00000094194.1],chr14:59958180-59958121,
A_01_P008810,XM_015121777,XM_015121777,XM_015121777,,706278,SLC25A52,solute carrier family 25 member 52,,,,"PREDICTED: Macaca mulatta solute carrier family 25 member 52 (SLC25A52), mRNA [XM_015121777]",chr18:24693282-24693223,
A_01_P015806,ENSMMUT00000019802.4,XM_028827556,JV559840,Mmu.27263,715698,HDAC10,histone deacetylase 10,ENSMMUT00000019802.4,,,histone deacetylase 10 [Source:VGNC Symbol;Acc:VGNC:73189] [ENSMMUT00000019802.4],chr10:94249939-94249880,
A_01_P002382,ENSMMUT00000106943.1,XM_028847478,JV477594,Mmu.2674,712243,ELOVL5,ELOVL fatty acid elongase 5,ENSMMUT00000106943.1,,,ELOVL fatty acid elongase 5 [Source:VGNC Symbol;Acc:VGNC:72083] [ENSMMUT00000106943.1],chr4:52871283-52871224,
A_01_P018765,NM_001194782,NM_001194782,NM_001194782,Mmu.18788,721925,FAM89B,family with sequence similarity 89 member B,ENSMMUT00000044516.3,,,"Macaca mulatta family with sequence similarity 89 member B (FAM89B), mRNA [NM_001194782]",chr14:8849164-8849105,
A_01_P013269,JV585315,XM_001100582,JV585315,Mmu.23027,,,,,,,TSA: Macaca mulatta Mamu_263765 mRNA sequence. [JV585315],chr2:79282862-79282921,
A_01_P009061,XM_028838109,XM_028838109,XM_028838109,,114673813,CIDEA,cell death inducing DFFA like effector a,,,,"PREDICTED: Macaca mulatta cell death inducing DFFA like effector a (CIDEA), transcript variant X2, mRNA [XM_028838109]",chr18:2421757-2421698,
A_01_P013384,,,,,,,,,,,,chr16:077582827-077582768,
A_01_P000008,ENSMMUT00000011977.4,XM_015117010,JV725667,Mmu.32358,708556,COL27A1,collagen type XXVII alpha 1 chain,ENSMMUT00000011977.4,,,collagen type XXVII alpha 1 chain [Source:VGNC Symbol;Acc:VGNC:104888] [ENSMMUT00000011977.4],chr15:21816696-21816637,
A_01_P012532,CN642234,,CN642234,Mmu.554,,,,,,,"ILLUMIGEN_MCQ_6130 Katze_MMBR Macaca mulatta cDNA clone IBIUW:5076 5' similar to Bases 1 to 646 highly similar to human Unigene Hs.27151, mRNA sequence [CN642234]",chr7:125108977-125109036,
A_01_P015465,NM_001260992,NM_001260992,NM_001260992,Mmu.34020,701795,NUDT2,nudix hydrolase 2,ENSMMUT00000083375.1,,,"Macaca mulatta nudix hydrolase 2 (NUDT2), mRNA [NM_001260992]",chr15:43166096-43166037,
A_01_P013805,ENSMMUT00000058103.2,XM_015139757,JV566282,Mmu.28282,701472,CDH18,cadherin 18,ENSMMUT00000058103.2,,,cadherin 18 [Source:VGNC Symbol;Acc:VGNC:70811] [ENSMMUT00000058103.2],chr6:19525031-19524972,
A_01_P015575,JV583540,XM_001089697,JV583540,Mmu.369,,,,,,,TSA: Macaca mulatta Mamu_258132 mRNA sequence. [JV583540],chr8:135408255-135408314,
A_01_P006880,ENSMMUT00000006288.4,XM_028829939,JV584648,Mmu.22824,712964,TPCN1,two pore segment channel 1,ENSMMUT00000006288.4,,,two pore segment channel 1 [Source:VGNC Symbol;Acc:VGNC:79117] [ENSMMUT00000006288.4],chr11:114216539-114216598,
A_01_P009616,XM_002805747,XM_015147664,XM_002805747,Mmu.28664,,,,,,,"PREDICTED: Macaca mulatta 5-hydroxytryptamine receptor 7-like (LOC696317), mRNA [XM_002805747]",chr9:90271277-90271218,
A_01_P011219,ENSMMUT00000101432.1,XM_002800950,JV645418,Mmu.22819,695759,FECH,ferrochelatase,ENSMMUT00000101432.1,,,ferrochelatase [Source:VGNC Symbol;Acc:VGNC:72633] [ENSMMUT00000101432.1],chr18:50803604-50803545,
A_01_P011760,ENSMMUT00000016333.4,XM_028840930,XM_001087101,Mmu.25176,698232,IRX6,iroquois homeobox 6,ENSMMUT00000016333.4,,,iroquois homeobox 6 [Source:VGNC Symbol;Acc:VGNC:73598] [ENSMMUT00000016333.4],chr20:53569262-53569321,
A_01_P013432,,,,,,,,,,,,,
A_01_P014990,,,,,,,,,,,,,
A_01_P012361,NM_001301287,NM_001301287,NM_001301287,Mmu.4522,700719,MT2A,metallothionein 2A,ENSMMUT00000092766.1,,,"Macaca mulatta metallothionein 2A (MT2A), mRNA [NM_001301287]",chr20:54934689-54934748,
A_01_P007766,XM_015126692,XM_015126692,XM_015126692,,721412,BCO1,beta-carotene oxygenase 1,,,,"PREDICTED: Macaca mulatta beta-carotene oxygenase 1 (BCO1), mRNA [XM_015126692]",chr20:79426899-79426958,
A_01_P007011,ENSMMUT00000096710.1,XM_028840567,JV598570,Mmu.30162,712360,ORAI3,ORAI calcium release-activated calcium modulator 3,ENSMMUT00000096710.1,,,ORAI calcium release-activated calcium modulator 3 [Source:VGNC Symbol;Acc:VGNC:75688] [ENSMMUT00000096710.1],chr20:29043362-29043421,
A_01_P000126,JV681429,XM_028848259,JV681429,Mmu.31342,,,,,,,TSA: Macaca mulatta Mamu_339350 mRNA sequence. [JV681429],chr1:901867-901808,
A_01_P009182,ENSMMUT00000020454.4,XM_001090927,JV587494,Mmu.28173,700373,PCDHB4,protocadherin beta 4,ENSMMUT00000020454.4,,,protocadherin beta 4 [Source:HGNC Symbol;Acc:HGNC:8689] [ENSMMUT00000020454.4],chr6:137519994-137520055,
A_01_P019885,NM_001261616,NM_001261616,NM_001261616,Mmu.2560,696978,LHFPL6,LHFPL tetraspan subfamily member 6,ENSMMUT00000006354.4,,,"Macaca mulatta LHFPL tetraspan subfamily member 6 (LHFPL6), mRNA [NM_001261616]",chr17:18421788-18421729,
A_01_P020090,ENSMMUT00000012509.4,XM_015119588,JU492558,Mmu.16588,700707,TOP2A,DNA topoisomerase II alpha,ENSMMUT00000012509.4,,,DNA topoisomerase II alpha [Source:VGNC Symbol;Acc:VGNC:78620] [ENSMMUT00000012509.4],chr16:50505174-50505115,
